book_name,author,rating,reviews,price_usd,duration_mins,duration_category,primary_genre
Pre-Suasion: A Revolutionary Way to Influence and Persuade,Robert Cialdini,4.5,774,10.7,564,Long (6-10 hrs),Negotiating
"Intuitive Eating: A Practical Guide to Make Peace with Food, Free Yourself from Chronic Dieting, and Reach Your Natural Weight",Evelyn Tribole,4.6,1384,5.93,254,Medium (3-6 hrs),Eating Disorders
Exploring the World of Lucid Dreaming,Stephen LaBerge PhD,4.6,376,7.06,616,Very Long (10+ hrs),Spirituality of Dreams
God Is a Gamer,Ravi Subramanian,4.3,243,10.59,529,Long (6-10 hrs),Technothrillers
Radical Self-Acceptance,Tara Brach,4.6,56,7.05,196,Medium (3-6 hrs),Buddhist Philosophy & Practice
"Calling in ""The One"": 7 Weeks to Attract the Love of Your Life",Katherine Woodward Thomas,4.5,927,12.11,902,Very Long (10+ hrs),Love & Romance
The Wealth of Nations,Adam Smith,4.7,15,34.3,2518,Very Long (10+ hrs),General
The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,4.6,2720,7.41,193,Medium (3-6 hrs),Lifestyle & Personal Style Guides (Books)
The Book on Rental Property Investing: How to Create Wealth and Passive Income Through Smart Buy & Hold Real Estate Investing,Brandon Turner,4.7,1832,10.07,698,Very Long (10+ hrs),Real Estate Investments
Catalyst,Chandramouli Venkatesan,4.6,558,8.47,346,Medium (3-6 hrs),Ageing Health
Talkhiyan [Bitterness],Sahir Ludhianavi,4.6,47,2.81,135,Short (under 3 hrs),General
"The Amber Spyglass: His Dark Materials Trilogy, Book 3",Philip Pullman,4.6,1207,9.01,892,Very Long (10+ hrs),Survival Stories for Children
Do the Work,Steven Pressfield,4.4,1350,4.24,25,Short (under 3 hrs),Creativity & Genius
F.U. Money: Make as Much Money as You Damn Well Want and Live Your LIfe as You Damn Well Please!,Dan Lok,4.4,389,7.9,290,Medium (3-6 hrs),Personal Success
The Brahmin,Ravi Shankar Etteth,4.2,190,8.05,405,Long (6-10 hrs),General
The Lord Of The Rings: The Two Towers (Dramatised),J. R. R Tolkien,4.8,1198,7.41,269,Medium (3-6 hrs),Fantasy Dramatisations
Be Obsessed or Be Average,Grant Cardone,4.6,879,7.9,664,Very Long (10+ hrs),Business Motivation & Self-Improvement
A Fistful of Love: Wisdom and Humour from a Monk’s Bowl,Om Swami,4.8,118,8.05,411,Long (6-10 hrs),General
The Second Sex,Simone de Beauvoir,4.5,427,22.7,2349,Very Long (10+ hrs),Women's Studies
"The 12th Planet: Earth Chronicles Series, Book 1",Zecharia Sitchin,4.5,1205,12.14,813,Very Long (10+ hrs),Unexplained Mysteries
Profit First: Transform Your Business from a Cash-Eating Monster to a Money-Making Machine,Mike Michalowicz,4.8,1983,8.47,515,Long (6-10 hrs),General
"The Man's Guide to Women: Scientifically Proven Secrets from the ""Love Lab"" About What Women Really Want ",John Gottman,4.5,334,8.05,328,Medium (3-6 hrs),Marriage
Sachin: The Story of the World's Greatest Batsman,Gulu Ezekiel,3.3,7,10.59,858,Very Long (10+ hrs),General
Evil Eye,Madhuri Shekar,3.0,1,3.2,38,Short (under 3 hrs),General
Easy Money: The Evolution of Money from Robinson Crusoe to the First World War,Vivek Kaul,4.4,40,10.07,616,Very Long (10+ hrs),General
30 Days to a More Powerful Vocabulary: The 500 Words You Need to Know to Transform Your Vocabulary...and Your Life,Dan Strutzel,3.7,14,7.9,468,Long (6-10 hrs),English Language Learning
The Inheritance of Loss,Kiran Desai,3.9,287,10.27,812,Very Long (10+ hrs),General
The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,4.6,2186,14.12,660,Very Long (10+ hrs),Conservatism & Liberalism
Crooked Kingdom,Leigh Bardugo,4.7,2077,12.08,1078,Very Long (10+ hrs),Suspense
The Murder of Roger Ackroyd (Dramatised),Agatha Christie,4.6,15,4.12,27,Short (under 3 hrs),Traditional Detective Mysteries
Nine Lives: In Search of the Sacred in Modern India,William Dalrymple,4.5,255,8.69,615,Very Long (10+ hrs),Travel & Tourism (Books)
"Being You, Changing the World",Dr. Dain Heer,4.5,69,7.27,420,Long (6-10 hrs),Personal Success
Justice: What's the Right Thing to Do?,Michael J. Sandel,4.6,1137,9.06,660,Very Long (10+ hrs),Political Philosophy
Exactly What to Say: The Magic Words for Influence and Impact,Phil M. Jones,4.5,1032,2.81,14,Short (under 3 hrs),Consumer Behaviour
Kasturi Kundal Basai,OSHO,4.5,2,6.05,900,Very Long (10+ hrs),General
"Cracking the Tech Career: Insider Advice on Landing a Job at Google, Microsoft, Apple, or any Top Tech Company",Gayle Laakman McDowell,4.0,69,8.05,546,Long (6-10 hrs),Business Careers
The Secret History,Donna Tartt,4.2,3105,13.17,1324,Very Long (10+ hrs),Suspense
A House for Mr. Biswas,V.S. Naipaul,4.3,342,15.53,1289,Very Long (10+ hrs),Small Town & Rural Fiction
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,4.7,1840,6.86,581,Long (6-10 hrs),Relationships
Seven Brief Lessons on Physics,Carlo Rovelli,4.4,2235,7.41,45,Short (under 3 hrs),Earth Sciences Books
Seven Brief Lessons on Physics,Carlo Rovelli,4.4,2235,7.41,45,Short (under 3 hrs),Earth Sciences Books
The Idiot,Fyodor Dostoyevsky,3.9,176,16.95,1496,Very Long (10+ hrs),Classic Literature
Waking Up,Sam Harris,4.4,1513,10.7,351,Medium (3-6 hrs),General
Quiet Power: Growing Up as an Introvert in a World That Can't Stop Talking,Susan Cain,4.5,243,8.23,374,Long (6-10 hrs),Audiobooks on Health for Children
The Girl of My Dreams,Durjoy Datta,4.3,1051,10.59,463,Long (6-10 hrs),Fantasy Romance
Flights,Olga Tokarczuk,4.3,435,8.69,749,Very Long (10+ hrs),Literary Fiction
Crashed,Adam Tooze,4.4,193,11.53,1527,Very Long (10+ hrs),General
Ready Player One,Ernest Cline,4.6,17237,13.17,940,Very Long (10+ hrs),Cyberpunk Science Fiction
"Curse of the Arctic Star: Nancy Drew Diaries, Book 1",Carolyn Keene,4.5,64,3.67,215,Medium (3-6 hrs),Fiction on Girls for Children
Vetaal & Vikram: Stories of the Undead,Gayathri Prabhu,4.3,4,6.04,286,Medium (3-6 hrs),Fiction Short Stories
The Rational Male,Rollo Tomassi,4.6,1972,10.07,860,Very Long (10+ hrs),Personal Success
"Kashi: Kaale Mandir Ka Rahasya (Harappa, Book 3)",Vineet Bajpai,4.3,78,10.07,644,Very Long (10+ hrs),Fairy Tale Fantasy
Big Little Lies,Liane Moriarty,4.6,18129,11.2,955,Very Long (10+ hrs),Family Life Fiction
"The Tyrant’s Tomb: The Trials of Apollo, Book 4",Rick Riordan,4.8,3227,10.7,802,Very Long (10+ hrs),Action & Adventure Fantasy for Children
Draupadi (Hindi Edition),Pratibha Rai,4.5,52,12.08,940,Very Long (10+ hrs),Religious & Spiritual Fiction
"Sleep Smarter: 21 Essential Strategies to Sleep Your Way to a Better Body, Better Health, and Bigger Success",Shawn Stevenson,4.6,773,8.05,396,Long (6-10 hrs),Sleep Disorders
"Cognitive Behavioral Therapy Made Simple: 10 Strategies for Managing Anxiety, Depression, Anger, Panic, and Worry",Seth J. Gillihan PhD,4.6,1040,8.05,346,Medium (3-6 hrs),Cognitive Behavioural Psychology
Genome,Matt Ridley,4.5,391,9.55,867,Very Long (10+ hrs),General
Dawood's Mentor,Hussain Zaidi,4.1,106,10.59,452,Long (6-10 hrs),General
The Woman in the Window,A. J. Finn,4.3,11498,105.24,822,Very Long (10+ hrs),Urban Fiction
"Double Down: Diary of a Wimpy Kid, Book 11",Jeff Kinney,4.6,4538,4.94,145,Short (under 3 hrs),Humorous Fiction for Children
Essential Meditations with Eckhart Tolle: Guided Sessions and Practical Teachings,Eckhart Tolle,5.0,3,13.84,458,Long (6-10 hrs),General
Fingerprints of the Gods: The Quest Continues,Graham Hancock,4.7,1423,10.52,1111,Very Long (10+ hrs),Literary History & Criticism
Economics in One Lesson,Henry Hazlitt,4.6,1198,7.05,415,Long (6-10 hrs),General
Passage Meditation - A Complete Spiritual Practice: Train Your Mind and Find a Life That Fulfills,Eknath Easwaran,4.7,190,4.22,495,Long (6-10 hrs),Psychology Movements
"Feel the Fear and Do It Anyway: Dynamic Techniques for Turning Fear, Indecision, and Anger into Power, Action, and Love",Susan Jeffers PhD,4.6,2300,5.65,367,Long (6-10 hrs),Personal Success
Small Is Beautiful: A Study of Economics as If People Mattered,E. F. Schumacher,4.6,171,9.06,616,Very Long (10+ hrs),Macroeconomics (Books)
The Origins of Political Order: From Prehuman Times to the French Revolution,Jonathan Davis,4.6,324,16.12,1354,Very Long (10+ hrs),Comparative Political Science
NLP: The New Technology of Achievement,Charles Faulkner,4.2,157,17.34,364,Long (6-10 hrs),Personal Success
"This Was a Man: The Clifton Chronicles, Book 7",Jeffrey Archer,4.3,4612,3.89,767,Very Long (10+ hrs),Fiction Sagas
"A Man for All Markets: From Las Vegas to Wall Street, How I Beat the Dealer and the Market",Edward O. Thorp,4.4,373,15.13,990,Very Long (10+ hrs),General
"Old School: Diary of a Wimpy Kid, Book 10",Jeff Kinney,4.6,4969,4.94,129,Short (under 3 hrs),Humorous Fiction for Children
Make Your Bed: Small things that can change your life...and maybe the world,Admiral William H. McRaven,4.7,7188,7.41,43,Short (under 3 hrs),General
Boy: Tales of Childhood,Roald Dahl,4.6,654,7.41,191,Medium (3-6 hrs),Fiction Classics for Children
The Foundation Trilogy (Dramatized),Isaac Asimov,4.6,398,1.69,469,Long (6-10 hrs),Science Fiction Dramatisations
The End of Everything: (Astrophysically Speaking),Katie Mack,4.7,125,10.7,381,Long (6-10 hrs),Cosmology
How Fascism Works: The Politics of Us and Them,Jason Stanley,4.6,264,9.08,344,Medium (3-6 hrs),Fascism
Alice's Adventures in Wonderland,Lewis Carroll,4.4,7605,4.01,164,Short (under 3 hrs),General
Doughnut Economics: Seven Ways to Think Like a 21st-Century Economist,Kate Raworth,4.6,559,9.06,649,Very Long (10+ hrs),International Economics
Pied Piper,Nevil Shute,4.6,333,8.69,524,Long (6-10 hrs),Classic Literature
The Interpretation of Dreams,Sigmund Freud,3.6,18,20.27,1549,Very Long (10+ hrs),Science
"My Brilliant Friend: The Neapolitan Novels, Book 1",Elena Ferrante,4.0,3908,9.88,758,Very Long (10+ hrs),Coming of Age Fiction
Sita Ke Paanch Nirnay [Sita or Five Decisions],Devdutt Pattanaik,4.1,57,2.81,30,Short (under 3 hrs),Fiction Short Stories
Charlie Munger: The Complete Investor,Tren Griffin,4.2,214,8.07,381,Long (6-10 hrs),Investing Analysis & Strategy
K2: Life and Death on the World's Most Dangerous Mountain,Ed Viesturs,4.4,215,13.63,758,Very Long (10+ hrs),Climbing & Mountaineering (Books)
Daisy Jones and the Six,Taylor Jenkins Reid,4.4,3753,10.7,543,Long (6-10 hrs),General
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,4.7,2797,6.02,525,Long (6-10 hrs),General
Bol Bachchan [Speak Bachchan],Rupesh Dubey,5.0,5,8.05,328,Medium (3-6 hrs),Biographies of Celebrities & Entertainment Professionals
It Happened in India,Biyani Kishore,4.3,73,8.05,501,Long (6-10 hrs),General
Side Hustle: Build a side business and make extra money - without quitting your day job,Chris Guillebeau,4.5,550,3.89,288,Medium (3-6 hrs),New Business Enterprises
The Dead Hand: The Untold Story of the Cold War Arms Race and its Dangerous Legacy,David E. Hoffman,4.6,202,16.65,1246,Very Long (10+ hrs),Biological & Chemical Warfare
"The Getaway: Diary of a Wimpy Kid, Book 12",Jeff Kinney,4.6,2538,4.94,126,Short (under 3 hrs),Fiction on Siblings for Children
Winter of the World,Ken Follett,4.5,9634,3.89,1903,Very Long (10+ hrs),General
The Little Book of Trading: Trend Following Strategy for Big Winnings,Michael Covel,3.6,98,8.47,278,Medium (3-6 hrs),Stocks
The Strange Library,Haruki Murakami,4.1,361,2.42,2,Short (under 3 hrs),Literature Anthologies
"The Google Resume: How to Prepare for a Career and Land a Job at Apple, Microsoft, Google, or any Top Tech Company",Gayle Laakmann McDowell,4.4,88,8.05,488,Long (6-10 hrs),Business Careers
"The Girl in the Spider's Web: Continuing Stieg Larsson's Dragon Tattoo Series, Book 4",David Lagercrantz,4.0,12746,10.52,1006,Very Long (10+ hrs),Crime Fiction
To All the Boys I've Loved Before,Jenny Han,4.6,2522,9.88,524,Long (6-10 hrs),Movie
Gender Trouble: Feminism and the Subversion of Identity,Judith Butler,4.4,128,7.06,505,Long (6-10 hrs),Women's Studies
"The Subtle Knife: His Dark Materials Trilogy, Book 2",Philip Pullman,4.6,1237,7.87,534,Long (6-10 hrs),General
"The Simple Path to Wealth: Your Road Map to Financial Independence and a Rich, Free Life",JL Collins,4.7,1422,8.05,398,Long (6-10 hrs),Retirement Planning
"The Flavour of Spice: Journeys, Stories, Recipes",Marryam H Reshii,4.4,49,8.05,551,Long (6-10 hrs),Gastronomy
The Mom Test: How to Talk to Customers & Learn If Your Business Is a Good Idea When Everyone Is Lying to You,Rob Fitzpatrick,4.7,229,6.04,230,Medium (3-6 hrs),Business Sales
War and Peace (AmazonClassics Edition),Leo Tolstoy,4.3,2046,12.71,3336,Very Long (10+ hrs),War & Military Fiction
"The School of Greatness: A Real-World Guide to Living Bigger, Loving Deeper, and Leaving a Legacy",Lewis Howes,4.6,529,8.05,399,Long (6-10 hrs),Microeconomics (Books)
Operations Management for Dummies,Mary Ann Anderson,4.5,148,8.47,834,Very Long (10+ hrs),Business Management
The Time Traveler's Wife,Audrey Niffenegger,4.4,1561,11.29,1058,Very Long (10+ hrs),Time Travel Science Fiction
"Always and Forever, Lara Jean",Jenny Han,4.7,2089,9.88,527,Long (6-10 hrs),Fiction on Dating & Sex for Teens
"Exponential Organizations: New Organizations Are Ten Times Better, Faster, and Cheaper Than Yours (and What to Do About It)",Salim Ismail,4.7,564,10.07,671,Very Long (10+ hrs),General
"Life, the Universe, and Everything",Douglas Adams,4.6,203,3.89,344,Medium (3-6 hrs),Contemporary Fiction (Books)
"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson PsyD,4.8,1523,9.88,410,Long (6-10 hrs),Dysfunctional Family Relationships
"The Unicorn Project: A Novel About Developers, Digital Disruption, and Thriving in the Age of Data",Gene Kim,4.6,605,10.07,744,Very Long (10+ hrs),Leadership
"67 Hot Explicit Erotic Sex Stories: Swingers, BDSM, Spanking, Bisexual, Paranormal Threesomes, BBW Erotica, Lesbian First Time, Medical, Gangbangs and Much More...",Ashley Winters,4.0,5,12.08,1368,Very Long (10+ hrs),Erotic Fiction
"Lead with a Story: A Guide to Crafting Business Narratives That Captivate, Convince, and Inspire",Paul Smith,4.3,170,10.07,651,Very Long (10+ hrs),General
The Leadership Sutra: An Indian Approach to Power,Devdutt Pattanaik,4.5,38,2.81,159,Short (under 3 hrs),General
101 Panchtantra Stories,Dreamland Publications,4.3,1625,2.81,41,Short (under 3 hrs),Fairy Tales
The Count of Monte Cristo,Alexandre Dumas,4.5,2330,16.12,2816,Very Long (10+ hrs),French Literature
The Remains of the Day,Kazuo Ishiguro,4.4,1721,6.4,425,Long (6-10 hrs),General
"The Art of Explanation: Making Your Ideas, Products, and Services Easier to Understand",Lee LeFever,4.2,139,7.9,438,Long (6-10 hrs),Words
Tatalog,Harish Bhat,3.8,12,12.11,352,Medium (3-6 hrs),Forecasting & Strategic Planning
The P.G. Wodehouse Collection,P. G. Wodehouse,4.4,137,5.08,942,Very Long (10+ hrs),Classic Literature
Utopia for Realists,Rutger Bregman,4.7,518,6.86,392,Long (6-10 hrs),Political Philosophy
Creative Visualization,Shakti Gawain,4.6,382,4.8,180,Medium (3-6 hrs),General
"The China Study, Revised and Expanded Edition: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss, and Long-Term Health",T. Colin Campbell PhD,4.8,1516,9.88,1082,Very Long (10+ hrs),Weight Loss Diets
"Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your Microbiome",Will Bulsiewicz,4.8,831,10.59,431,Long (6-10 hrs),Gastrointestinal Diseases
The Rise and Fall of the Dinosaurs: The Untold Story of a Lost World,Steve Brusatte,4.7,968,3.89,606,Very Long (10+ hrs),Palaeontology
Shyam: An Illustrated Retelling of the Bhagavata,Devdutt Pattanaik,4.6,177,8.47,327,Medium (3-6 hrs),General
The Monogram Murders: The New Hercule Poirot Mystery,Sophie Hannah,3.5,1330,160.78,673,Very Long (10+ hrs),Historical Thrillers
HBR Guide to Better Business Writing,Harvard Business Review,4.4,334,6.04,240,Medium (3-6 hrs),Business Writing
Exhalation,Ted Chiang,4.6,1206,3.89,682,Very Long (10+ hrs),Science Fiction Anthologies & Short Stories
"How Not to Diet: The Groundbreaking Science of Healthy, Permanent Weight Loss",Michael Greger,4.7,2100,3.89,1422,Very Long (10+ hrs),General
The Art of the Start 2.0,Guy Kawasaki,4.5,442,16.0,585,Long (6-10 hrs),General
Rich Dad's Rich Kid Smart Kid: Give Your Child a Financial Head Start,Robert T. Kiyosaki,4.6,236,8.07,562,Long (6-10 hrs),Parenting
"Scaling Up: How a Few Companies Make It...and Why the Rest Don't, Rockefeller Habits 2.0",Verne Harnish,4.7,711,8.05,529,Long (6-10 hrs),Non-Profits & Charities
Aavarana: The Veil,S. L. Bhyrappa,4.8,413,10.07,860,Very Long (10+ hrs),Classic Literature
"Dark Psychology and Manipulation: For a Better Life: The Ultimate Guide to Learning the Art of Persuasion, Emotional Influence, NLP Secrets, Hypnosis, Body Language, and Mind Control Techniques",Brandon Goleman,4.1,73,6.04,205,Medium (3-6 hrs),Emotions
"The Sins of the Father: Clifton Chronicles, Book 2",Jeffrey Archer,4.5,5641,3.89,607,Very Long (10+ hrs),Fiction Sagas
"The Colour of Magic: Discworld, Book 1",Terry Pratchett,4.5,2496,10.7,415,Long (6-10 hrs),Humorous Fantasy
"Venture Deals, 4th Edition: Be Smarter than Your Lawyer and Venture Capitalist",Brad Feld,4.8,91,8.47,664,Very Long (10+ hrs),Corporate Finance
A Wrinkle in Time,Madeleine L'Engle,4.5,3719,10.89,387,Long (6-10 hrs),Time Travel Science Fiction for Children
The Bride Test,Helen Hoang,4.5,637,14.12,600,Very Long (10+ hrs),Multicultural Romance
One Part Woman,Perumal Murugan,4.1,256,9.08,394,Long (6-10 hrs),Family Life Fiction
The Associate,John Grisham,4.1,544,8.23,360,Long (6-10 hrs),Legal Thrillers
"The Winter of the Witch: Winternight Trilogy, Book 3",Katherine Arden,4.8,835,9.88,840,Very Long (10+ hrs),Historical Fantasy
Jurassic Park: A Novel,Michael Crichton,4.7,3259,12.11,910,Very Long (10+ hrs),Science Fiction Movie
Team of Teams: New Rules of Engagement for a Complex World,General Stanley McChrystal,4.7,991,9.88,726,Very Long (10+ hrs),General
The Essence of the Bhagavad Gita: Explained by Paramhansa Yogananda,Swami Kriyananda,4.7,59,10.16,1187,Very Long (10+ hrs),General
Start-Up Nation: The Story of Israel's Economic Miracle,Dan Senor,4.5,628,10.17,504,Long (6-10 hrs),General
Dr. Bernstein's Diabetes Solution: The Complete Guide to Achieving Normal Blood Sugars,Richard K. Bernstein,4.6,1095,6.02,1053,Very Long (10+ hrs),Low Carb Diets
Getting Unstuck: Breaking Your Habitual Patterns and Encountering Naked Reality,Pema Chodron,4.7,96,4.94,204,Medium (3-6 hrs),General
